,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,casual,registered,cnt,windspeed
2189,2190,2011-04-06,summer,0,4,2,0,Wednesday,Yes,Clear,0.24,0.2424,0.7,0,5,5,0.1343
2190,2191,2011-04-06,summer,0,4,3,0,Wednesday,Yes,Clear,0.26,0.2727,0.6,0,4,4,0.1343
2191,2192,2011-04-06,summer,0,4,4,0,Wednesday,Yes,Clear,0.24,0.2424,0.65,0,1,1,0.1343
2192,2193,2011-04-06,summer,0,4,5,0,Wednesday,Yes,Clear,0.24,0.2576,0.7,1,12,13,0.1045
2193,2194,2011-04-06,summer,0,4,6,0,Wednesday,Yes,Clear,0.24,0.2576,0.7,4,52,56,0.1045
2194,2195,2011-04-06,summer,0,4,7,0,Wednesday,Yes,Clear,0.26,0.2727,0.65,3,130,133,0.1045
2195,2196,2011-04-06,summer,0,4,8,0,Wednesday,Yes,Clear,0.32,0.303,0.61,17,308,325,0.2239
2196,2197,2011-04-06,summer,0,4,9,0,Wednesday,Yes,Clear,0.36,0.3333,0.46,8,157,165,0.2537
2197,2198,2011-04-06,summer,0,4,10,0,Wednesday,Yes,Clear,0.4,0.4091,0.37,21,48,69,0.3881
2198,2199,2011-04-06,summer,0,4,11,0,Wednesday,Yes,Clear,0.42,0.4242,0.38,23,70,93,0.3881
2199,2200,2011-04-06,summer,0,4,12,0,Wednesday,Yes,Clear,0.44,0.4394,0.41,22,112,134,0.2537
2200,2201,2011-04-06,summer,0,4,13,0,Wednesday,Yes,Clear,0.46,0.4545,0.38,29,83,112,
2201,2202,2011-04-06,summer,0,4,14,0,Wednesday,Yes,Clear,0.5,0.4848,0.34,35,80,115,0.4179
2202,2203,2011-04-06,summer,0,4,15,0,Wednesday,Yes,Clear,0.52,0.5,0.32,34,83,117,0.3284
2203,2204,2011-04-06,summer,0,4,16,0,Wednesday,Yes,Clear,0.54,0.5152,0.28,27,142,169,0.4179
2204,2205,2011-04-06,summer,0,4,17,0,Wednesday,Yes,Clear,0.52,0.5,0.32,53,303,356,0.4478
2205,2206,2011-04-06,summer,0,4,18,0,Wednesday,Yes,Clear,0.52,0.5,0.29,43,282,325,0.3582
2206,2207,2011-04-06,summer,0,4,19,0,Wednesday,Yes,Clear,0.5,0.4848,0.31,36,196,232,0.2985
2207,2208,2011-04-06,summer,0,4,20,0,Wednesday,Yes,Clear,0.46,0.4545,0.51,15,126,141,0.2239
2208,2209,2011-04-06,summer,0,4,21,0,Wednesday,Yes,Clear,0.46,0.4545,0.41,18,84,102,0.2836
2209,2210,2011-04-06,summer,0,4,22,0,Wednesday,Yes,Clear,0.46,0.4545,0.41,13,71,84,0.2836
2210,2211,2011-04-06,summer,0,4,23,0,Wednesday,Yes,Clear,0.46,0.4545,0.41,11,29,40,0.2985
2211,2212,2011-04-07,summer,0,4,0,0,Thursday,Yes,Clear,0.46,0.4545,0.41,5,15,20,0.2836
2212,2213,2011-04-07,summer,0,4,1,0,Thursday,Yes,Clear,0.42,0.4242,0.47,2,11,13,0.1343
2213,2214,2011-04-07,summer,0,4,2,0,Thursday,Yes,Clear,0.42,0.4242,0.54,0,7,7,0.0
2214,2215,2011-04-07,summer,0,4,3,0,Thursday,Yes,Clear,0.36,0.3485,0.66,0,3,3,0.19399999999999998
2215,2216,2011-04-07,summer,0,4,4,0,Thursday,Yes,Clear,0.34,0.3333,0.76,0,1,1,0.19399999999999998
2216,2217,2011-04-07,summer,0,4,5,0,Thursday,Yes,Clear,0.34,0.3182,0.76,0,6,6,0.2239
2217,2218,2011-04-07,summer,0,4,6,0,Thursday,Yes,Clear,0.32,0.303,0.81,5,59,64,0.2537
2218,2219,2011-04-07,summer,0,4,7,0,Thursday,Yes,Cloudy,0.34,0.3333,0.76,8,152,160,0.1642
2219,2220,2011-04-07,summer,0,4,8,0,Thursday,Yes,Clear,0.36,0.3485,0.76,23,291,314,0.19399999999999998
2220,2221,2011-04-07,summer,0,4,9,0,Thursday,Yes,Cloudy,0.4,0.4091,0.66,15,155,170,0.1343
2221,2222,2011-04-07,summer,0,4,10,0,Thursday,Yes,Cloudy,0.42,0.4242,0.67,29,66,95,0.1045
2222,2223,2011-04-07,summer,0,4,11,0,Thursday,Yes,Cloudy,0.46,0.4545,0.55,36,86,122,0.0
2223,2224,2011-04-07,summer,0,4,12,0,Thursday,Yes,Cloudy,0.46,0.4545,0.55,39,114,153,0.0
2224,2225,2011-04-07,summer,0,4,13,0,Thursday,Yes,Cloudy,0.52,0.5,0.48,36,99,135,0.0896
2225,2226,2011-04-07,summer,0,4,14,0,Thursday,Yes,Clear,0.56,0.5303,0.43,46,111,157,
2226,2227,2011-04-07,summer,0,4,15,0,Thursday,Yes,Clear,0.6,0.6212,0.38,27,133,160,0.1045
2227,2228,2011-04-07,summer,0,4,16,0,Thursday,Yes,Clear,0.6,0.6212,0.35,52,161,213,0.0
2228,2229,2011-04-07,summer,0,4,17,0,Thursday,Yes,Clear,0.52,0.5,0.52,63,280,343,0.2836
2229,2230,2011-04-07,summer,0,4,18,0,Thursday,Yes,Clear,0.48,0.4697,0.55,68,265,333,0.2537
2230,2231,2011-04-07,summer,0,4,19,0,Thursday,Yes,Clear,0.46,0.4545,0.59,34,192,226,0.2985
2231,2232,2011-04-07,summer,0,4,20,0,Thursday,Yes,Clear,0.44,0.4394,0.62,37,166,203,0.1642
2232,2233,2011-04-07,summer,0,4,21,0,Thursday,Yes,Cloudy,0.44,0.4394,0.67,19,89,108,0.2836
2233,2234,2011-04-07,summer,0,4,22,0,Thursday,Yes,Cloudy,0.4,0.4091,0.76,18,63,81,0.19399999999999998
2234,2235,2011-04-07,summer,0,4,23,0,Thursday,Yes,Clear,0.38,0.3939,0.76,9,45,54,0.2537
2235,2236,2011-04-08,summer,0,4,0,0,Friday,Yes,Cloudy,0.36,0.3485,0.76,4,21,25,0.2239
2236,2237,2011-04-08,summer,0,4,1,0,Friday,Yes,Cloudy,0.34,0.3333,0.76,3,6,9,0.1343
2237,2238,2011-04-08,summer,0,4,2,0,Friday,Yes,Rainy,0.34,0.3333,0.76,3,10,13,0.1642
2238,2239,2011-04-08,summer,0,4,3,0,Friday,Yes,Rainy,0.34,0.3333,0.76,0,1,1,0.1642
2239,2240,2011-04-08,summer,0,4,4,0,Friday,Yes,Cloudy,0.34,0.3333,0.86,0,1,1,0.1343
2240,2241,2011-04-08,summer,0,4,5,0,Friday,Yes,Cloudy,0.32,0.3182,0.87,1,8,9,0.19399999999999998
2241,2242,2011-04-08,summer,0,4,6,0,Friday,Yes,Cloudy,0.34,0.3636,0.87,2,33,35,0.0
2242,2243,2011-04-08,summer,0,4,7,0,Friday,Yes,Rainy,0.34,0.3333,0.87,4,109,113,0.1642
2243,2244,2011-04-08,summer,0,4,8,0,Friday,Yes,Rainy,0.34,0.3333,0.87,13,208,221,0.1642
2244,2245,2011-04-08,summer,0,4,9,0,Friday,Yes,Cloudy,0.36,0.3485,0.76,17,168,185,0.19399999999999998
2245,2246,2011-04-08,summer,0,4,10,0,Friday,Yes,Cloudy,0.36,0.3333,0.71,10,63,73,0.2836
2246,2247,2011-04-08,summer,0,4,11,0,Friday,Yes,Cloudy,0.4,0.4091,0.62,19,79,98,0.3881
2247,2248,2011-04-08,summer,0,4,12,0,Friday,Yes,Rainy,0.38,0.3939,0.66,29,51,80,0.2239
2248,2249,2011-04-08,summer,0,4,13,0,Friday,Yes,Rainy,0.36,0.3333,0.76,7,35,42,0.2836
2249,2250,2011-04-08,summer,0,4,14,0,Friday,Yes,Rainy,0.34,0.3182,0.87,2,13,15,0.2239
2250,2251,2011-04-08,summer,0,4,15,0,Friday,Yes,Rainy,0.34,0.3182,0.87,1,24,25,0.2239
2251,2252,2011-04-08,summer,0,4,16,0,Friday,Yes,Cloudy,0.32,0.303,0.93,2,58,60,0.2537
2252,2253,2011-04-08,summer,0,4,17,0,Friday,Yes,Rainy,0.32,0.303,0.93,10,138,148,0.2537
2253,2254,2011-04-08,summer,0,4,18,0,Friday,Yes,Rainy,0.32,0.303,0.93,8,54,62,0.2537
2254,2255,2011-04-08,summer,0,4,19,0,Friday,Yes,Rainy,0.3,0.2727,0.93,1,52,53,0.4179
2255,2256,2011-04-08,summer,0,4,20,0,Friday,Yes,Cloudy,0.3,0.2727,0.93,12,51,63,0.3284
2256,2257,2011-04-08,summer,0,4,21,0,Friday,Yes,Cloudy,0.3,0.2879,0.93,11,43,54,0.2537
2257,2258,2011-04-08,summer,0,4,22,0,Friday,Yes,Cloudy,0.3,0.2727,0.93,9,42,51,0.2985
2258,2259,2011-04-08,summer,0,4,23,0,Friday,Yes,Cloudy,0.3,0.2879,0.93,4,31,35,0.2239
2259,2260,2011-04-09,summer,0,4,0,0,Saturday,No,Cloudy,0.3,0.2879,0.87,5,26,31,0.2239
2260,2261,2011-04-09,summer,0,4,1,0,Saturday,No,Cloudy,0.3,0.303,0.87,3,17,20,0.1343
2261,2262,2011-04-09,summer,0,4,2,0,Saturday,No,Cloudy,0.32,0.303,0.87,2,15,17,0.2239
2262,2263,2011-04-09,summer,0,4,3,0,Saturday,No,Rainy,0.3,0.2879,1.0,3,11,14,0.2537
2263,2264,2011-04-09,summer,0,4,4,0,Saturday,No,Rainy,0.3,0.2727,1.0,0,3,3,0.2537
2264,2265,2011-04-09,summer,0,4,5,0,Saturday,No,Cloudy,0.3,0.2879,0.93,0,5,5,0.2239
2265,2266,2011-04-09,summer,0,4,6,0,Saturday,No,Cloudy,0.3,0.2879,0.93,0,13,13,0.19399999999999998
2266,2267,2011-04-09,summer,0,4,7,0,Saturday,No,Cloudy,0.3,0.303,0.93,8,13,21,0.1642
2267,2268,2011-04-09,summer,0,4,8,0,Saturday,No,Cloudy,0.32,0.303,0.93,7,47,54,0.1642
2268,2269,2011-04-09,summer,0,4,9,0,Saturday,No,Cloudy,0.34,0.3485,0.87,27,71,98,0.1045
2269,2270,2011-04-09,summer,0,4,10,0,Saturday,No,Cloudy,0.34,0.3333,0.87,43,90,133,0.1343
2270,2271,2011-04-09,summer,0,4,11,0,Saturday,No,Cloudy,0.36,0.3636,0.81,51,91,142,0.0
2271,2272,2011-04-09,summer,0,4,12,0,Saturday,No,Cloudy,0.36,0.3485,0.81,79,123,202,0.1343
2272,2273,2011-04-09,summer,0,4,13,0,Saturday,No,Cloudy,0.36,0.3788,0.81,114,108,222,0.0
2273,2274,2011-04-09,summer,0,4,14,0,Saturday,No,Cloudy,0.36,0.3485,0.81,94,118,212,0.1343
2274,2275,2011-04-09,summer,0,4,15,0,Saturday,No,Cloudy,0.36,0.3788,0.87,85,116,201,0.0
2275,2276,2011-04-09,summer,0,4,16,0,Saturday,No,Cloudy,0.38,0.3939,0.82,73,118,191,
2276,2277,2011-04-09,summer,0,4,17,0,Saturday,No,Cloudy,0.38,0.3939,0.82,128,129,257,0.0896
2277,2278,2011-04-09,summer,0,4,18,0,Saturday,No,Cloudy,0.38,0.3939,0.82,48,129,177,0.1045
2278,2279,2011-04-09,summer,0,4,19,0,Saturday,No,Cloudy,0.38,0.3939,0.82,47,83,130,0.1343
2279,2280,2011-04-09,summer,0,4,20,0,Saturday,No,Cloudy,0.38,0.3939,0.87,19,74,93,0.1642
2280,2281,2011-04-09,summer,0,4,21,0,Saturday,No,Cloudy,0.36,0.3485,0.93,10,65,75,0.1343
2281,2282,2011-04-09,summer,0,4,22,0,Saturday,No,Cloudy,0.36,0.3485,0.93,21,66,87,0.1343
2282,2283,2011-04-09,summer,0,4,23,0,Saturday,No,Cloudy,0.38,0.3939,0.87,12,45,57,0.0896
2283,2284,2011-04-10,summer,0,4,0,0,Sunday,No,Cloudy,0.38,0.3939,0.87,5,48,53,0.0896
2284,2285,2011-04-10,summer,0,4,1,0,Sunday,No,Cloudy,0.38,0.3939,0.87,6,31,37,0.1343
2285,2286,2011-04-10,summer,0,4,2,0,Sunday,No,Cloudy,0.38,0.3939,0.87,12,24,36,0.0896
2286,2287,2011-04-10,summer,0,4,3,0,Sunday,No,Cloudy,0.38,0.3939,0.87,5,11,16,0.1343
2287,2288,2011-04-10,summer,0,4,4,0,Sunday,No,Cloudy,0.36,0.3636,0.93,3,2,5,0.1045
2288,2289,2011-04-10,summer,0,4,5,0,Sunday,No,Cloudy,0.36,0.3636,0.93,0,4,4,0.0896
2289,2290,2011-04-10,summer,0,4,6,0,Sunday,No,Cloudy,0.36,0.3636,0.93,0,4,4,0.0896
2290,2291,2011-04-10,summer,0,4,7,0,Sunday,No,Cloudy,0.36,0.3636,1.0,3,7,10,0.0896
2291,2292,2011-04-10,summer,0,4,8,0,Sunday,No,Cloudy,0.38,0.3939,0.94,17,38,55,0.0896
2292,2293,2011-04-10,summer,0,4,9,0,Sunday,No,Cloudy,0.38,0.3939,0.94,31,50,81,0.1343
2293,2294,2011-04-10,summer,0,4,10,0,Sunday,No,Cloudy,0.4,0.4091,0.87,69,81,150,0.0
2294,2295,2011-04-10,summer,0,4,11,0,Sunday,No,Cloudy,0.4,0.4091,0.87,93,109,202,0.1343
2295,2296,2011-04-10,summer,0,4,12,0,Sunday,No,Cloudy,0.42,0.4242,0.88,94,136,230,0.1343
2296,2297,2011-04-10,summer,0,4,13,0,Sunday,No,Clear,0.46,0.4545,0.82,121,142,263,0.1045
2297,2298,2011-04-10,summer,0,4,14,0,Sunday,No,Clear,0.5,0.4848,0.72,148,133,281,0.19399999999999998
2298,2299,2011-04-10,summer,0,4,15,0,Sunday,No,Clear,0.5,0.4848,0.77,156,141,297,0.2239
2299,2300,2011-04-10,summer,0,4,16,0,Sunday,No,Cloudy,0.52,0.5,0.72,135,153,288,0.1642
2300,2301,2011-04-10,summer,0,4,17,0,Sunday,No,Cloudy,0.52,0.5,0.72,84,152,236,0.19399999999999998
2301,2302,2011-04-10,summer,0,4,18,0,Sunday,No,Clear,0.5,0.4848,0.77,103,137,240,0.19399999999999998
2302,2303,2011-04-10,summer,0,4,19,0,Sunday,No,Clear,0.5,0.4848,0.77,47,84,131,0.19399999999999998
2303,2304,2011-04-10,summer,0,4,20,0,Sunday,No,Clear,0.46,0.4545,0.82,21,71,92,0.1343
2304,2305,2011-04-10,summer,0,4,21,0,Sunday,No,Clear,0.44,0.4394,0.88,18,77,95,0.19399999999999998
2305,2306,2011-04-10,summer,0,4,22,0,Sunday,No,Clear,0.44,0.4394,0.94,12,45,57,0.2537
2306,2307,2011-04-10,summer,0,4,23,0,Sunday,No,Clear,0.46,0.4545,0.88,5,27,32,
2307,2308,2011-04-11,summer,0,4,0,0,Monday,Yes,Clear,0.48,0.4697,0.88,7,16,23,0.3284
2308,2309,2011-04-11,summer,0,4,1,0,Monday,Yes,Clear,0.46,0.4545,0.94,1,3,4,
2309,2310,2011-04-11,summer,0,4,2,0,Monday,Yes,Clear,0.46,0.4545,0.94,7,2,9,0.2836
2310,2311,2011-04-11,summer,0,4,4,0,Monday,Yes,Clear,0.46,0.4545,0.94,0,1,1,0.19399999999999998
2311,2312,2011-04-11,summer,0,4,5,0,Monday,Yes,Clear,0.46,0.4545,0.94,1,12,13,0.19399999999999998
2312,2313,2011-04-11,summer,0,4,6,0,Monday,Yes,Cloudy,0.46,0.4545,1.0,2,59,61,
2313,2314,2011-04-11,summer,0,4,7,0,Monday,Yes,Cloudy,0.5,0.4848,0.88,12,164,176,0.2239
2314,2315,2011-04-11,summer,0,4,8,0,Monday,Yes,Cloudy,0.52,0.5,0.88,28,286,314,0.2836
2315,2316,2011-04-11,summer,0,4,9,0,Monday,Yes,Cloudy,0.56,0.5303,0.83,33,132,165,0.2836
2316,2317,2011-04-11,summer,0,4,10,0,Monday,Yes,Cloudy,0.56,0.5303,0.83,41,55,96,0.2985
2317,2318,2011-04-11,summer,0,4,11,0,Monday,Yes,Cloudy,0.6,0.5909,0.73,45,59,104,0.2985
2318,2319,2011-04-11,summer,0,4,12,0,Monday,Yes,Cloudy,0.6,0.5909,0.73,37,97,134,0.3284
2319,2320,2011-04-11,summer,0,4,13,0,Monday,Yes,Cloudy,0.64,0.6061,0.69,62,77,139,0.4179
2320,2321,2011-04-11,summer,0,4,14,0,Monday,Yes,Cloudy,0.72,0.6667,0.54,60,85,145,0.3582
2321,2322,2011-04-11,summer,0,4,15,0,Monday,Yes,Clear,0.74,0.6667,0.48,56,85,141,0.5224
2322,2323,2011-04-11,summer,0,4,16,0,Monday,Yes,Clear,0.74,0.6667,0.48,73,162,235,0.5224
2323,2324,2011-04-11,summer,0,4,17,0,Monday,Yes,Clear,0.74,0.6667,0.48,100,352,452,0.5224
2324,2325,2011-04-11,summer,0,4,18,0,Monday,Yes,Clear,0.72,0.6667,0.51,93,290,383,0.3881
2325,2326,2011-04-11,summer,0,4,19,0,Monday,Yes,Clear,0.72,0.6667,0.51,73,211,284,0.4478
2326,2327,2011-04-11,summer,0,4,20,0,Monday,Yes,Clear,0.68,0.6364,0.57,44,122,166,0.5224
2327,2328,2011-04-11,summer,0,4,21,0,Monday,Yes,Clear,0.66,0.6212,0.61,39,119,158,0.2537
2328,2329,2011-04-11,summer,0,4,22,0,Monday,Yes,Cloudy,0.64,0.6212,0.5,25,66,91,0.2836
2329,2330,2011-04-11,summer,0,4,23,0,Monday,Yes,Rainy,0.58,0.5455,0.6,16,38,54,
2330,2331,2011-04-12,summer,0,4,0,0,Tuesday,Yes,Cloudy,0.62,0.6212,0.5,11,13,24,0.1045
2331,2332,2011-04-12,summer,0,4,1,0,Tuesday,Yes,Cloudy,0.62,0.6212,0.5,6,7,13,0.0896
2332,2333,2011-04-12,summer,0,4,2,0,Tuesday,Yes,Cloudy,0.6,0.6212,0.53,7,7,14,0.1343
2333,2334,2011-04-12,summer,0,4,3,0,Tuesday,Yes,Cloudy,0.58,0.5455,0.56,0,1,1,0.1343
2334,2335,2011-04-12,summer,0,4,4,0,Tuesday,Yes,Cloudy,0.56,0.5303,0.64,4,2,6,0.1343
2335,2336,2011-04-12,summer,0,4,5,0,Tuesday,Yes,Cloudy,0.54,0.5152,0.68,1,15,16,0.1343
2336,2337,2011-04-12,summer,0,4,6,0,Tuesday,Yes,Cloudy,0.54,0.5152,0.68,3,55,58,0.2836
2337,2338,2011-04-12,summer,0,4,7,0,Tuesday,Yes,Cloudy,0.54,0.5152,0.68,12,177,189,0.2239
2338,2339,2011-04-12,summer,0,4,8,0,Tuesday,Yes,Rainy,0.48,0.4697,0.88,15,211,226,0.3881
2339,2340,2011-04-12,summer,0,4,9,0,Tuesday,Yes,Rainy,0.46,0.4545,0.94,4,50,54,0.4925
2340,2341,2011-04-12,summer,0,4,10,0,Tuesday,Yes,Rainy,0.5,0.4848,0.82,6,34,40,0.4179
2341,2342,2011-04-12,summer,0,4,11,0,Tuesday,Yes,Clear,0.52,0.5,0.77,11,38,49,0.3582
2342,2343,2011-04-12,summer,0,4,12,0,Tuesday,Yes,Cloudy,0.56,0.5303,0.64,9,83,92,0.4627
2343,2344,2011-04-12,summer,0,4,13,0,Tuesday,Yes,Rainy,0.54,0.5152,0.68,22,84,106,0.2836
2344,2345,2011-04-12,summer,0,4,14,0,Tuesday,Yes,Cloudy,0.5,0.4848,0.82,16,28,44,0.2836
2345,2346,2011-04-12,summer,0,4,15,0,Tuesday,Yes,Cloudy,0.48,0.4697,0.77,24,54,78,0.5224
2346,2347,2011-04-12,summer,0,4,16,0,Tuesday,Yes,Cloudy,0.48,0.4697,0.77,19,80,99,0.3881
2347,2348,2011-04-12,summer,0,4,17,0,Tuesday,Yes,Rainy,0.44,0.4394,0.77,29,262,291,0.2239
2348,2349,2011-04-12,summer,0,4,18,0,Tuesday,Yes,Rainy,0.44,0.4394,0.77,21,203,224,0.2239
2349,2350,2011-04-12,summer,0,4,19,0,Tuesday,Yes,Cloudy,0.42,0.4242,0.82,3,127,130,0.2836
2350,2351,2011-04-12,summer,0,4,20,0,Tuesday,Yes,Cloudy,0.42,0.4242,0.82,9,94,103,0.2836
2351,2352,2011-04-12,summer,0,4,21,0,Tuesday,Yes,Cloudy,0.42,0.4242,0.82,10,74,84,0.19399999999999998
2352,2353,2011-04-12,summer,0,4,22,0,Tuesday,Yes,Cloudy,0.4,0.4091,0.94,7,47,54,0.2985
2353,2354,2011-04-12,summer,0,4,23,0,Tuesday,Yes,Cloudy,0.4,0.4091,0.94,8,31,39,0.2537
2354,2355,2011-04-13,summer,0,4,0,0,Wednesday,Yes,Cloudy,0.4,0.4091,1.0,3,12,15,0.2985
2355,2356,2011-04-13,summer,0,4,1,0,Wednesday,Yes,Cloudy,0.4,0.4091,1.0,0,1,1,0.2985
2356,2357,2011-04-13,summer,0,4,2,0,Wednesday,Yes,Rainy,0.4,0.4091,1.0,0,2,2,0.2985
2357,2358,2011-04-13,summer,0,4,3,0,Wednesday,Yes,Rainy,0.4,0.4091,0.94,0,2,2,0.3284
2358,2359,2011-04-13,summer,0,4,4,0,Wednesday,Yes,Rainy,0.4,0.4091,0.94,1,2,3,0.3284
2359,2360,2011-04-13,summer,0,4,5,0,Wednesday,Yes,Rainy,0.38,0.3939,0.94,1,4,5,0.2537
2360,2361,2011-04-13,summer,0,4,6,0,Wednesday,Yes,Rainy,0.38,0.3939,0.94,1,33,34,0.2239
2361,2362,2011-04-13,summer,0,4,7,0,Wednesday,Yes,Rainy,0.36,0.3485,1.0,3,67,70,0.2239
2362,2363,2011-04-13,summer,0,4,8,0,Wednesday,Yes,Rainy,0.38,0.3939,0.94,6,158,164,0.19399999999999998
2363,2364,2011-04-13,summer,0,4,9,0,Wednesday,Yes,Cloudy,0.38,0.3939,0.94,2,63,65,0.2239
2364,2365,2011-04-13,summer,0,4,10,0,Wednesday,Yes,Cloudy,0.4,0.4091,0.87,4,42,46,0.19399999999999998
2365,2366,2011-04-13,summer,0,4,11,0,Wednesday,Yes,Cloudy,0.42,0.4242,0.82,4,57,61,
2366,2367,2011-04-13,summer,0,4,12,0,Wednesday,Yes,Rainy,0.42,0.4242,0.82,12,83,95,0.2537
2367,2368,2011-04-13,summer,0,4,13,0,Wednesday,Yes,Cloudy,0.44,0.4394,0.77,6,55,61,0.19399999999999998
2368,2369,2011-04-13,summer,0,4,14,0,Wednesday,Yes,Cloudy,0.42,0.4242,0.77,24,82,106,0.2537
2369,2370,2011-04-13,summer,0,4,15,0,Wednesday,Yes,Cloudy,0.44,0.4394,0.72,12,69,81,0.2836
2370,2371,2011-04-13,summer,0,4,16,0,Wednesday,Yes,Clear,0.46,0.4545,0.67,23,119,142,0.2836
2371,2372,2011-04-13,summer,0,4,17,0,Wednesday,Yes,Clear,0.46,0.4545,0.67,25,284,309,0.2985
2372,2373,2011-04-13,summer,0,4,18,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,28,293,321,0.3881
2373,2374,2011-04-13,summer,0,4,19,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,15,160,175,0.2537
2374,2375,2011-04-13,summer,0,4,20,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,7,119,126,0.2537
2375,2376,2011-04-13,summer,0,4,21,0,Wednesday,Yes,Clear,0.42,0.4242,0.67,17,100,117,0.1642
2376,2377,2011-04-13,summer,0,4,22,0,Wednesday,Yes,Clear,0.42,0.4242,0.67,10,89,99,0.19399999999999998
2377,2378,2011-04-13,summer,0,4,23,0,Wednesday,Yes,Clear,0.4,0.4091,0.71,5,57,62,0.1343
2378,2379,2011-04-14,summer,0,4,0,0,Thursday,Yes,Clear,0.38,0.3939,0.76,3,18,21,0.1343
2379,2380,2011-04-14,summer,0,4,1,0,Thursday,Yes,Clear,0.38,0.3939,0.76,1,9,10,0.2239
2380,2381,2011-04-14,summer,0,4,2,0,Thursday,Yes,Clear,0.36,0.3485,0.76,0,3,3,0.1343
2381,2382,2011-04-14,summer,0,4,3,0,Thursday,Yes,Clear,0.34,0.3333,0.81,0,2,2,0.1343
2382,2383,2011-04-14,summer,0,4,4,0,Thursday,Yes,Clear,0.34,0.3636,0.76,1,8,9,0.0
2383,2384,2011-04-14,summer,0,4,5,0,Thursday,Yes,Clear,0.34,0.3485,0.76,2,12,14,0.0896
2384,2385,2011-04-14,summer,0,4,6,0,Thursday,Yes,Clear,0.34,0.3485,0.76,4,66,70,0.1045
2385,2386,2011-04-14,summer,0,4,7,0,Thursday,Yes,Clear,0.38,0.3939,0.66,11,182,193,0.0
2386,2387,2011-04-14,summer,0,4,8,0,Thursday,Yes,Clear,0.42,0.4242,0.58,21,316,337,0.1642
2387,2388,2011-04-14,summer,0,4,9,0,Thursday,Yes,Clear,0.46,0.4545,0.51,18,152,170,0.1343
2388,2389,2011-04-14,summer,0,4,10,0,Thursday,Yes,Clear,0.5,0.4848,0.51,21,68,89,0.19399999999999998
2389,2390,2011-04-14,summer,0,4,11,0,Thursday,Yes,Clear,0.52,0.5,0.45,28,87,115,0.1642
2390,2391,2011-04-14,summer,0,4,12,0,Thursday,Yes,Clear,0.54,0.5152,0.42,35,110,145,0.1343
2391,2392,2011-04-14,summer,0,4,13,0,Thursday,Yes,Clear,0.56,0.5303,0.37,38,121,159,0.2239
2392,2393,2011-04-14,summer,0,4,14,0,Thursday,Yes,Clear,0.56,0.5303,0.35,36,101,137,0.0896
2393,2394,2011-04-14,summer,0,4,15,0,Thursday,Yes,Clear,0.6,0.6212,0.31,57,85,142,0.0896
2394,2395,2011-04-14,summer,0,4,16,0,Thursday,Yes,Clear,0.6,0.6061,0.26,49,153,202,0.1045
2395,2396,2011-04-14,summer,0,4,17,0,Thursday,Yes,Clear,0.6,0.6061,0.28,50,338,388,0.0
2396,2397,2011-04-14,summer,0,4,18,0,Thursday,Yes,Clear,0.56,0.5303,0.3,47,290,337,0.0
2397,2398,2011-04-14,summer,0,4,19,0,Thursday,Yes,Clear,0.54,0.5152,0.32,37,222,259,0.0
2398,2399,2011-04-14,summer,0,4,20,0,Thursday,Yes,Clear,0.5,0.4848,0.51,22,147,169,0.19399999999999998
2399,2400,2011-04-14,summer,0,4,21,0,Thursday,Yes,Clear,0.46,0.4545,0.63,19,126,145,0.1343
2400,2401,2011-04-14,summer,0,4,22,0,Thursday,Yes,Clear,0.48,0.4697,0.55,22,82,104,0.1045
2401,2402,2011-04-14,summer,0,4,23,0,Thursday,Yes,Clear,0.46,0.4545,0.59,7,40,47,
2402,2403,2011-04-15,summer,0,4,0,1,Friday,No,Clear,0.44,0.4394,0.67,6,21,27,0.0
2403,2404,2011-04-15,summer,0,4,1,1,Friday,No,Clear,0.44,0.4394,0.62,6,9,15,0.0
2404,2405,2011-04-15,summer,0,4,2,1,Friday,No,Clear,0.4,0.4091,0.76,8,10,18,0.0
2405,2406,2011-04-15,summer,0,4,3,1,Friday,No,Clear,0.4,0.4091,0.76,0,3,3,0.0
2406,2407,2011-04-15,summer,0,4,4,1,Friday,No,Clear,0.38,0.3939,0.82,0,3,3,0.0896
2407,2408,2011-04-15,summer,0,4,5,1,Friday,No,Clear,0.36,0.3636,0.81,2,11,13,0.1045
2408,2409,2011-04-15,summer,0,4,6,1,Friday,No,Clear,0.36,0.3636,0.81,5,42,47,0.0896
2409,2410,2011-04-15,summer,0,4,7,1,Friday,No,Clear,0.4,0.4091,0.71,10,139,149,0.1642
2410,2411,2011-04-15,summer,0,4,8,1,Friday,No,Clear,0.44,0.4394,0.62,21,279,300,0.2985
2411,2412,2011-04-15,summer,0,4,9,1,Friday,No,Clear,0.5,0.4848,0.55,16,162,178,0.19399999999999998
2412,2413,2011-04-15,summer,0,4,10,1,Friday,No,Clear,0.5,0.4848,0.55,31,91,122,0.19399999999999998
2413,2414,2011-04-15,summer,0,4,11,1,Friday,No,Clear,0.52,0.5,0.55,41,95,136,0.19399999999999998
2414,2415,2011-04-15,summer,0,4,12,1,Friday,No,Clear,0.52,0.5,0.55,45,155,200,0.2836
